date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,forecast_quantity
2024-05-01,Peripherals,-,P112,AQ RGB Strip,Japan,E-Commerce,Retailer,90000018,,222
2024-04-01,Peripherals,Memory,P104,AQ DDR5 RAM,Japan,E-Commerce,Retailer,90000030,Croma,281
2024-04-01,Peripherals,Memory,P104,AQ DDR5 RAM,Germany,Brick & Mortar,Retailer,90000039,John Lewis,259
2024-01-01,Peripherals,Headphones,P105,AQ Bass Master,Germany,Brick & Mortar,Retailer,90000027,Walmart,185
2024-03-01,Peripherals,Mouse,P114,AQ Wireless Mouse,India,Brick & Mortar,Direct,ZZZ5634,,375
2024-05-01,PC,Ultrabook,P110,AQ SlimBook 14,Brazil,E-Commerce,Direct,90000032,Currys,442
2024-04-01,PC,Custom PC,P109,AQ Titan Gaming,Australia,Brick & Mortar,Direct,90000031,Reliance Digital,181
2024-05-01,Peripherals,,P113,AQ Mousepad,Singapore,Brick & Mortar,Direct,90000035,Euronics,202 units
2024-03-01,Peripherals,Mouse,P114,AQ Wireless Mouse,India,Brick & Mortar,Direct,90000013,MediaMarkt,359
2024-05-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Germany,Brick & Mortar,Retailer,90000015,Euronics,446
2024-01-01,Peripherals,Headphones,P106,AQ Studio Pro,Australia,Brick & Mortar,Direct,90000031,Reliance Digital,368
2024-04-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,87
2024-01-01,Peripherals,Memory,P103,AQ DDR4 RAM,Norway,Brick & Mortar,Retailer,90000033,MediaMarkt,507
2024-03-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Australia,Brick & Mortar,Direct,90000007,Walmart,456
2024-01-01,PC,Custom PC,P109,AQ Titan Gaming,Canada,E-Commerce,Retailer,ZZZ1251,,368
2024-04-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,76
2024-04-01,Peripherals,,P113,AQ Mousepad,France,Brick & Mortar,Direct,90000017,Office Depot,187
2024-06-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,46 units
2024-06-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Singapore,Brick & Mortar,Direct,90000035,Euronics,199
2024-06-01,Peripherals,-,P112,AQ RGB Strip,Brazil,E-Commerce,Direct,90000032,Currys,458
2024-01-01,PC,Ultrabook,P110,AQ SlimBook 14,France,UNKNOWN,Direct,90000005,Flipkart,135
2024-06-01,Peripherals,Storage,P101,AQ NVMe SSD,Australia,Brick & Mortar,Direct,90000019,John Lewis,113
2024-04-01,Peripherals,Storage,P102,AQ SATA SSD,India,Brick & Mortar,Direct,90000001,Amazon,358
2024-04-01,Peripherals,Memory,P103,AQ DDR4 RAM,Brazil,E-Commerce,Direct,90000020,Fnac,457
2024-01-01,Peripherals,Headphones,P106,AQ Studio Pro,UK,E-Commerce,Direct,ZZZ5806,,189
2024-04-01,Peripherals,Memory,P103,AQ DDR4 RAM,UK,E-Commerce,Direct,90000016,Staples,279
2024-05-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,UAE,,Retailer,90000012,Currys,87
2024-01-01,PC,Ultrabook,P110,AQ SlimBook 14,India,Brick & Mortar,Direct,90000025,Flipkart,319 units
2024-04-01,Peripherals,Storage,P101,AQ NVMe SSD,USA,E-Commerce,Direct,90000038,Argos,75
2024-04-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,France,Brick & Mortar,Direct,90000017,Office Depot,238
2024-06-01,Peripherals,Storage,P101,AQ NVMe SSD,Japan,E-Commerce,Retailer,90000030,Croma,465
2024-06-01,PC,Custom PC,P109,AQ Titan Gaming,Singapore,Brick & Mortar,Direct,90000011,Reliance Digital,46
2024-03-01,PC,Ultrabook,P110,AQ SlimBook 14,Brazil,E-Commerce,Direct,90000020,Fnac,335
2024-06-01,Peripherals,Headphones,P105,AQ Bass Master,Japan,E-Commerce,Retailer,90000030,Croma,436
2024-02-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Australia,Brick & Mortar,Direct,ZZZ2747,,128
2024-05-01,Peripherals,Headphones,P106,AQ Studio Pro,India,Brick & Mortar,Direct,90000037,Office Depot,155
2024-01-01,Peripherals,Mouse,P114,AQ Wireless Mouse,USA,E-Commerce,Direct,90000026,Best Buy,135
2024-05-01,Peripherals,Mouse,P114,AQ Wireless Mouse,UK,E-Commerce,Direct,90000004,AltiQ Exclusive,480 units
2024-06-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Australia,Brick & Mortar,Direct,90000019,John Lewis,399
2024-05-01,Peripherals,,P113,AQ Mousepad,Canada,Brick & Mortar,Direct,90000023,Atliq Exclusive,127
2024-02-01,PC,Ultrabook,P110,AQ SlimBook 14,France,Brick & Mortar,Direct,90000017,Office Depot,346
2024-06-01,Peripherals,Storage,P102,AQ SATA SSD,India,Brick & Mortar,Direct,90000001,Amazon,326
2024-03-01,Peripherals,,P113,AQ Mousepad,France,Brick & Mortar,Direct,90000029,Costco,30
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Norway,Brick & Mortar,Retailer,90000009,Costco,50
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Germany,Brick & Mortar,Retailer,ZZZ3877,,101
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,282
2024-03-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Singapore,Brick & Mortar,Direct,90000011,Reliance Digital,141
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Sweden,E-Commerce,Direct,90000022,Amazon ,409 units
2024-04-01,Peripherals,Storage,P102,AQ SATA SSD,Sweden,E-Commerce,Direct,90000010,Croma,388
2024-06-01,Peripherals,-,P112,AQ RGB Strip,USA,E-Commerce,Direct,90000026,Best Buy,507
2024-03-01,Peripherals,Storage,P102,AQ SATA SSD,USA,E-Commerce,Direct,90000026,Best Buy,10
2024-05-01,Peripherals,Storage,P102,AQ SATA SSD,Japan,E-Commerce,Retailer,90000030,Croma,191
2024-05-01,Peripherals,Mouse,P107,AQ Gaming Mouse,India,Brick & Mortar,Direct,90000001,Amazon,487
2024-01-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Germany,Brick & Mortar,Retailer,90000015,Euronics,236
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,UAE,E-Commerce,Retailer,ZZZ6374,,482
2024-02-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,France,UNKNOWN,Direct,90000005,Flipkart,334
2024-06-01,Peripherals,Headphones,P105,AQ Bass Master,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,207
2024-02-01,Peripherals,Storage,P101,AQ NVMe SSD,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,165 units
2024-01-01,Peripherals,Storage,P102,AQ SATA SSD,UK,E-Commerce,Direct,90000016,Staples,466
2024-02-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Japan,E-Commerce,Retailer,90000030,Croma,201
2024-04-01,PC,Ultrabook,P110,AQ SlimBook 14,Sweden,E-Commerce,Direct,90000010,Croma,461
2024-06-01,Peripherals,Storage,P102,AQ SATA SSD,Brazil,E-Commerce,Direct,90000032,Currys,323
2024-03-01,Peripherals,Storage,P101,AQ NVMe SSD,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,120
2024-04-01,Peripherals,Memory,P104,AQ DDR5 RAM,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,56
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,Canada,Brick & Mortar,Retailer,ZZZ6876,,38
2024-03-01,Peripherals,Memory,P104,AQ DDR5 RAM,Brazil,E-Commerce,Direct,90000008,Target,494
2024-01-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,USA,E-Commerce,Direct,90000014,Boulanger,343
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,UK,E-Commerce,Direct,90000004,AltiQ Exclusive,407 units
2024-02-01,Peripherals,Memory,P103,AQ DDR4 RAM,India,Brick & Mortar,Direct,90000037,Office Depot,102
2024-05-01,Peripherals,Memory,P104,AQ DDR5 RAM,USA,E-Commerce,Direct,90000038,Argos,112
2024-03-01,Peripherals,,P113,AQ Mousepad,Sweden,E-Commerce,Direct,90000010,Croma,417
2024-01-01,Peripherals,Headphones,P105,AQ Bass Master,Sweden,E-Commerce,Direct,90000010,Croma,78
2024-03-01,Peripherals,,P113,AQ Mousepad,UAE,,Retailer,90000012,Currys,51
2024-02-01,Peripherals,Storage,P101,AQ NVMe SSD,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,406
2024-05-01,Peripherals,Headphones,P106,AQ Studio Pro,USA,E-Commerce,Direct,ZZZ3854,,131
2024-02-01,Peripherals,-,P112,AQ RGB Strip,Germany,Brick & Mortar,Retailer,90000027,Walmart,267
2024-06-01,Peripherals,Storage,P102,AQ SATA SSD,Australia,Brick & Mortar,Direct,90000031,Reliance Digital,235
2024-05-01,PC,Ultrabook,P110,AQ SlimBook 14,Australia,Brick & Mortar,Direct,90000007,Walmart,242 units
2024-02-01,PC,Ultrabook,P110,AQ SlimBook 14,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,383
2024-03-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,488
2024-01-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,USA,E-Commerce,Direct,90000026,Best Buy,216
2024-04-01,Peripherals,-,P112,AQ RGB Strip,France,Brick & Mortar,Direct,90000029,Costco,34
2024-03-01,PC,Ultrabook,P110,AQ SlimBook 14,Sweden,E-Commerce,Direct,90000010,Croma,32
2024-03-01,PC,Ultrabook,P110,AQ SlimBook 14,India,Brick & Mortar,Direct,90000001,Amazon,311
2024-06-01,Peripherals,Headphones,P106,AQ Studio Pro,India,Brick & Mortar,Direct,ZZZ9692,,159
2024-05-01,PC,Ultrabook,P110,AQ SlimBook 14,UK,E-Commerce,Direct,90000028,Target,48
2024-06-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,UAE,E-Commerce,Retailer,90000036,Staples,370
2024-04-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Germany,Brick & Mortar,Retailer,90000015,Euronics,216 units
2024-04-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Germany,Brick & Mortar,Retailer,90000027,Walmart,371
2024-03-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Canada,Brick & Mortar,Retailer,90000021,Amazon,343
2024-03-01,Peripherals,Memory,P103,AQ DDR4 RAM,Australia,Brick & Mortar,Direct,90000031,Reliance Digital,31
2024-01-01,Peripherals,Storage,P102,AQ SATA SSD,UK,E-Commerce,Direct,90000028,Target,55
2024-02-01,PC,Custom PC,P109,AQ Titan Gaming,UK,E-Commerce,Direct,90000004,AltiQ Exclusive,312
2024-05-01,Peripherals,Headphones,P106,AQ Studio Pro,Brazil,E-Commerce,Direct,90000008,Target,216
2024-06-01,Peripherals,,P113,AQ Mousepad,UK,E-Commerce,Direct,ZZZ1842,,499
2024-05-01,Peripherals,Headphones,P105,AQ Bass Master,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,66
2024-05-01,Peripherals,Memory,P104,AQ DDR5 RAM,Sweden,E-Commerce,Direct,90000010,Croma,346
2024-02-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Australia,Brick & Mortar,Direct,90000007,Walmart,191 units
2024-03-01,Peripherals,Storage,P102,AQ SATA SSD,Japan,E-Commerce,Retailer,90000018,,295
2024-04-01,Peripherals,Mouse,P114,AQ Wireless Mouse,UAE,E-Commerce,Retailer,90000036,Staples,406
2024-05-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,280
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,Japan,E-Commerce,Retailer,90000018,,14
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Brazil,E-Commerce,Direct,90000020,Fnac,476
2024-03-01,Peripherals,Storage,P101,AQ NVMe SSD,UAE,,Retailer,90000012,Currys,444
2024-05-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,USA,E-Commerce,Direct,ZZZ2140,,87
2024-01-01,Peripherals,Storage,P102,AQ SATA SSD,Sweden,E-Commerce,Direct,90000034,Boulanger,117
2024-04-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Sweden,E-Commerce,Direct,90000022,Amazon ,86
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Norway,Brick & Mortar,Retailer,90000021,Amazon,410 units
2024-05-01,Peripherals,Storage,P102,AQ SATA SSD,UK,E-Commerce,Direct,90000004,AltiQ Exclusive,79
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,Japan,E-Commerce,Retailer,90000006,Best Buy,148
2024-06-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Brazil,E-Commerce,Direct,90000032,Currys,319
2024-04-01,Peripherals,Headphones,P105,AQ Bass Master,USA,E-Commerce,Direct,90000014,Boulanger,397
2024-01-01,Peripherals,Headphones,P106,AQ Studio Pro,UK,E-Commerce,Direct,90000028,Target,60
2024-06-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,USA,E-Commerce,Direct,90000038,Argos,260
2024-06-01,Peripherals,Headphones,P105,AQ Bass Master,Canada,Brick & Mortar,Retailer,ZZZ4612,,216
2024-01-01,Peripherals,Storage,P101,AQ NVMe SSD,USA,E-Commerce,Direct,90000014,Boulanger,155
2024-02-01,Peripherals,,P113,AQ Mousepad,France,Brick & Mortar,Direct,90000017,Office Depot,153
2024-01-01,Peripherals,Storage,P101,AQ NVMe SSD,Brazil,E-Commerce,Direct,90000032,Currys,390 units
2024-02-01,Peripherals,Memory,P103,AQ DDR4 RAM,India,Brick & Mortar,Direct,90000025,Flipkart,274
2024-05-01,PC,Custom PC,P109,AQ Titan Gaming,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,43
2024-06-01,Peripherals,Storage,P101,AQ NVMe SSD,UK,E-Commerce,Direct,90000028,Target,18
2024-01-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Norway,Brick & Mortar,Retailer,90000021,Amazon,302
2024-05-01,Peripherals,Mouse,P107,AQ Gaming Mouse,India,Brick & Mortar,Direct,90000001,Amazon,217
2024-01-01,Peripherals,Mouse,P107,AQ Gaming Mouse,USA,E-Commerce,Direct,90000002,Amazon ,499
2024-02-01,Peripherals,,P113,AQ Mousepad,UK,E-Commerce,Direct,ZZZ8538,,431
2024-01-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Australia,Brick & Mortar,Direct,90000007,Walmart,132
2024-05-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Sweden,E-Commerce,Direct,90000034,Boulanger,47
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Sweden,E-Commerce,Direct,90000022,Amazon ,118 units
2024-02-01,Peripherals,Storage,P102,AQ SATA SSD,Norway,Brick & Mortar,Retailer,90000033,MediaMarkt,322
2024-05-01,PC,Custom PC,P109,AQ Titan Gaming,India,Brick & Mortar,Direct,90000013,MediaMarkt,469
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,416
2024-02-01,Peripherals,Storage,P102,AQ SATA SSD,Sweden,E-Commerce,Direct,90000010,Croma,132
2024-02-01,PC,Ultrabook,P110,AQ SlimBook 14,Sweden,E-Commerce,Direct,90000010,Croma,404
2024-01-01,Peripherals,Memory,P103,AQ DDR4 RAM,India,Brick & Mortar,Direct,90000001,Amazon,261
2024-05-01,Peripherals,,P113,AQ Mousepad,USA,E-Commerce,Direct,ZZZ8354,,361
2024-06-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,UK,E-Commerce,Direct,90000040,Fnac,180
2024-03-01,Peripherals,Memory,P103,AQ DDR4 RAM,France,Brick & Mortar,Direct,90000029,Costco,44
2024-04-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Brazil,E-Commerce,Direct,90000020,Fnac,410 units
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,256
2024-03-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Canada,Brick & Mortar,Direct,90000029,Costco,15
2024-03-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Australia,Brick & Mortar,Direct,90000019,John Lewis,54
2024-01-01,PC,Ultrabook,P110,AQ SlimBook 14,Germany,Brick & Mortar,Retailer,90000039,John Lewis,266
2024-04-01,PC,Ultrabook,P110,AQ SlimBook 14,UAE,E-Commerce,Retailer,90000036,Staples,484
2024-04-01,Peripherals,Storage,P101,AQ NVMe SSD,India,Brick & Mortar,Direct,90000037,Office Depot,334
2024-03-01,PC,Ultrabook,P110,AQ SlimBook 14,Australia,Brick & Mortar,Direct,ZZZ9214,,73
2024-04-01,Peripherals,Storage,P102,AQ SATA SSD,Sweden,E-Commerce,Direct,90000022,Amazon ,362
2024-05-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,UAE,,Retailer,90000012,Currys,22
2024-06-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,France,Brick & Mortar,Direct,90000029,Costco,279 units
2024-05-01,Peripherals,Memory,P103,AQ DDR4 RAM,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,194
2024-04-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Sweden,E-Commerce,Direct,90000022,Amazon ,361
2024-01-01,Peripherals,,P113,AQ Mousepad,India,Brick & Mortar,Direct,90000001,Amazon,336
2024-01-01,Peripherals,Headphones,P106,AQ Studio Pro,Australia,Brick & Mortar,Direct,90000007,Walmart,292
2024-03-01,Peripherals,Headphones,P105,AQ Bass Master,Germany,Brick & Mortar,Retailer,90000039,John Lewis,446
2024-03-01,Peripherals,Storage,P102,AQ SATA SSD,USA,E-Commerce,Direct,90000038,Argos,338
2024-03-01,Peripherals,Headphones,P105,AQ Bass Master,Germany,Brick & Mortar,Retailer,ZZZ7421,,80
2024-06-01,Peripherals,Storage,P102,AQ SATA SSD,Brazil,E-Commerce,Direct,90000020,Fnac,293
2024-06-01,Peripherals,,P113,AQ Mousepad,Sweden,E-Commerce,Direct,90000022,Amazon ,415
2024-06-01,Peripherals,-,P112,AQ RGB Strip,Sweden,E-Commerce,Direct,90000034,Boulanger,62 units
2024-06-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Norway,Brick & Mortar,Retailer,90000033,MediaMarkt,180
2024-03-01,Peripherals,Headphones,P105,AQ Bass Master,UAE,,Retailer,90000012,Currys,487
2024-03-01,Peripherals,,P113,AQ Mousepad,Brazil,E-Commerce,Direct,90000032,Currys,100
2024-02-01,Peripherals,Memory,P103,AQ DDR4 RAM,France,UNKNOWN,Direct,90000005,Flipkart,149
2024-05-01,Peripherals,,P113,AQ Mousepad,Singapore,Brick & Mortar,Direct,90000035,Euronics,438
2024-01-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Sweden,E-Commerce,Direct,90000022,Amazon ,462
2024-02-01,PC,Ultrabook,P110,AQ SlimBook 14,Canada,Brick & Mortar,Direct,ZZZ3527,,83
2024-06-01,Peripherals,,P113,AQ Mousepad,UK,E-Commerce,Direct,90000040,Fnac,414
2024-06-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,216
2024-06-01,Peripherals,-,P112,AQ RGB Strip,UK,E-Commerce,Direct,90000016,Staples,241 units
2024-03-01,Peripherals,,P113,AQ Mousepad,France,Brick & Mortar,Direct,90000029,Costco,131
2024-02-01,Peripherals,Headphones,P105,AQ Bass Master,Australia,Brick & Mortar,Direct,90000031,Reliance Digital,463
2024-03-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,India,Brick & Mortar,Direct,90000037,Office Depot,234
2024-03-01,Peripherals,,P113,AQ Mousepad,India,Brick & Mortar,Direct,90000025,Flipkart,268
2024-04-01,Peripherals,Memory,P103,AQ DDR4 RAM,India,Brick & Mortar,Direct,90000013,MediaMarkt,424
2024-02-01,Peripherals,Mouse,P114,AQ Wireless Mouse,France,Brick & Mortar,Direct,90000017,Office Depot,41
2024-04-01,Peripherals,Mouse,P114,AQ Wireless Mouse,UAE,E-Commerce,Retailer,ZZZ2680,,375
2024-01-01,Peripherals,Headphones,P105,AQ Bass Master,Japan,E-Commerce,Retailer,90000006,Best Buy,390
2024-03-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Norway,Brick & Mortar,Retailer,90000033,MediaMarkt,83
2024-01-01,Peripherals,Storage,P101,AQ NVMe SSD,Germany,Brick & Mortar,Retailer,90000015,Euronics,427 units
2024-03-01,Peripherals,Storage,P101,AQ NVMe SSD,USA,E-Commerce,Direct,90000002,Amazon ,208
2024-04-01,PC,Custom PC,P109,AQ Titan Gaming,UAE,E-Commerce,Retailer,90000024,AltiQ Exclusive,127
2024-01-01,Peripherals,Headphones,P106,AQ Studio Pro,Germany,Brick & Mortar,Retailer,90000015,Euronics,19
2024-01-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,170
2024-02-01,Peripherals,Storage,P101,AQ NVMe SSD,Australia,Brick & Mortar,Direct,90000019,John Lewis,479
2024-06-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Norway,Brick & Mortar,Retailer,90000009,Costco,398
2024-04-01,PC,Ultrabook,P110,AQ SlimBook 14,India,Brick & Mortar,Direct,ZZZ2298,,12
2024-02-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Sweden,E-Commerce,Direct,90000010,Croma,294
2024-05-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Brazil,E-Commerce,Direct,90000008,Target,401
2024-02-01,Peripherals,Headphones,P105,AQ Bass Master,Brazil,E-Commerce,Direct,90000008,Target,26 units
2024-04-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,UK,E-Commerce,Direct,90000040,Fnac,231
2024-01-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Canada,E-Commerce,Direct,90000032,Currys,317
2024-01-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Norway,Brick & Mortar,Retailer,90000033,MediaMarkt,296
2024-06-01,Peripherals,Memory,P103,AQ DDR4 RAM,Australia,Brick & Mortar,Direct,90000019,John Lewis,214
2024-05-01,Peripherals,Headphones,P106,AQ Studio Pro,UK,E-Commerce,Direct,90000016,Staples,300
2024-02-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,Japan,E-Commerce,Retailer,90000006,Best Buy,274
2024-01-01,PC,Custom PC,P109,AQ Titan Gaming,Singapore,Brick & Mortar,Direct,ZZZ9312,,413
2024-05-01,Peripherals,Storage,P101,AQ NVMe SSD,India,Brick & Mortar,Direct,90000025,Flipkart,457
2024-01-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,India,Brick & Mortar,Direct,90000025,Flipkart,194
2024-06-01,Peripherals,Storage,P101,AQ NVMe SSD,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,400 units
2024-03-01,Peripherals,Memory,P104,AQ DDR5 RAM,India,Brick & Mortar,Direct,90000001,Amazon,66
2024-06-01,Peripherals,,P113,AQ Mousepad,Sweden,E-Commerce,Direct,90000022,Amazon ,64
2024-03-01,PC,Custom PC,P109,AQ Titan Gaming,Sweden,E-Commerce,Direct,90000022,Amazon ,431
2024-02-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Japan,E-Commerce,Retailer,90000030,Croma,366
2024-06-01,Peripherals,Memory,P103,AQ DDR4 RAM,Norway,Brick & Mortar,Retailer,90000009,Costco,41
2024-01-01,Peripherals,Headphones,P105,AQ Bass Master,India,Brick & Mortar,Direct,90000013,MediaMarkt,23
2024-01-01,Peripherals,Headphones,P106,AQ Studio Pro,Brazil,E-Commerce,Direct,ZZZ9444,,215
2024-04-01,Peripherals,Headphones,P105,AQ Bass Master,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,400
2024-02-01,Peripherals,Headphones,P105,AQ Bass Master,Singapore,Brick & Mortar,Direct,90000023,Atliq Exclusive,437
2024-06-01,Peripherals,Headphones,P106,AQ Studio Pro,Japan,E-Commerce,Retailer,90000018,,69 units
2024-04-01,Peripherals,Storage,P101,AQ NVMe SSD,USA,E-Commerce,Direct,90000026,Best Buy,389
2024-04-01,Peripherals,Headphones,P106,AQ Studio Pro,UAE,,Retailer,90000012,Currys,264
2024-03-01,Peripherals,Storage,P101,AQ NVMe SSD,Sweden,E-Commerce,Direct,90000034,Boulanger,133
2024-06-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Japan,E-Commerce,Retailer,90000006,Best Buy,234
2024-02-01,PC,Custom PC,P109,AQ Titan Gaming,Australia,Brick & Mortar,Direct,90000019,John Lewis,162
2024-01-01,Peripherals,Headphones,P106,AQ Studio Pro,Australia,Brick & Mortar,Direct,90000019,John Lewis,165
2024-05-01,Peripherals,-,P112,AQ RGB Strip,Canada,E-Commerce,Direct,ZZZ3730,,362
2024-03-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Germany,Brick & Mortar,Retailer,90000003,Atliq Exclusive,378
2024-05-01,Peripherals,Mouse,P107,AQ Gaming Mouse,Japan,E-Commerce,Retailer,90000018,,323
2024-01-01,Peripherals,UNKNOWN,P111,AQ Generic Fan,India,Brick & Mortar,Direct,90000001,Amazon,213 units
2024-05-01,Peripherals,,P113,AQ Mousepad,Singapore,Brick & Mortar,Direct,90000011,Reliance Digital,482
2024-02-01,Peripherals,Mouse,P114,AQ Wireless Mouse,Germany,Brick & Mortar,Retailer,90000039,John Lewis,356
2024-01-01,Peripherals,Memory,P103,AQ DDR4 RAM,France,UNKNOWN,Direct,90000005,Flipkart,135
2024-03-01,Peripherals,Headphones,P106,AQ Studio Pro,India,Brick & Mortar,Direct,90000025,Flipkart,499
2024-01-01,PC,Ultrabook,P110,AQ SlimBook 14,Sweden,E-Commerce,Direct,90000010,Croma,356
2024-03-01,Peripherals,Headphones,P106,AQ Studio Pro,France,Brick & Mortar,Direct,90000029,Costco,387
2024-05-01,Peripherals,Memory,P103,AQ DDR4 RAM,Sweden,E-Commerce,Direct,ZZZ7012,,208
2024-06-01,Peripherals,Headphones,P105,AQ Bass Master,UK,E-Commerce,Direct,90000016,Staples,489
2024-01-01,Peripherals,-,P112,AQ RGB Strip,UAE,,Retailer,90000012,Currys,266
2024-04-01,Peripherals,Storage,P101,AQ NVMe SSD,UAE,E-Commerce,Retailer,90000036,Staples,63 units
2024-03-01,Peripherals,-,P112,AQ RGB Strip,France,Brick & Mortar,Direct,90000029,Costco,123
2024-03-01,Peripherals,-,P112,AQ RGB Strip,Brazil,E-Commerce,Direct,90000032,Currys,100
2024-02-01,Peripherals,Mouse,P114,AQ Wireless Mouse,France,UNKNOWN,Direct,90000005,Flipkart,231
2024-06-01,Peripherals,Keyboard,P108,AQ Mech Keyboard,Japan,E-Commerce,Retailer,90000006,Best Buy,419
2024-06-01,Peripherals,Headphones,P106,AQ Studio Pro,France,UNKNOWN,Direct,90000005,Flipkart,293
2024-03-01,Peripherals,Storage,P101,AQ NVMe SSD,Brazil,E-Commerce,Direct,90000020,Fnac,435
2024-06-01,Peripherals,-,P112,AQ RGB Strip,India,Brick & Mortar,Direct,ZZZ3852,,412
2024-05-01,Peripherals,Memory,P104,AQ DDR5 RAM,Brazil,E-Commerce,Direct,90000008,Target,101
2024-02-01,Peripherals,,P113,AQ Mousepad,Brazil,E-Commerce,Direct,90000032,Currys,19
